"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"543",37524147,"NAM3717156",2020-01-19,"Santa Cruz Ocean Line","NORWEGIAN CRUISE LINE. 7665 CORPORATE CENTER DRIVE, MIAMI, FL 33126. USA","7665 Northwest 19th Street","Miami","Florida","33126","United States","45805414","Santa Cruz Ocean Line C/O","CMDU - Cma Cgm","Vietnam","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Ho Chi Minh City, Vietnam","South-Eastern Asia","Vietnam","","Cma Cgm Maupassant","","",1,6,"See Container Quantities column","23622.19",23.62219,"23622.19 kg","",NA,"","",2020-02-11
"544",32704135,"MEDUKB618016",2020-01-01,"Cfr Rinkens Llc","15501 TEXACO AVENUE PARAMOUNT, CA 90723","15501 Texaco Avenue","Paramount","California","90723","United States","44405117","Cfr Rinkens Llc Andrea Nunez 15501 Texaco Ave Paramount, Ca 90723 Phone No : 310 722 4592","MSCU - Msc Mediterranean Shipping Company S A","Slovakia","Port of Long Beach, Long Beach, California","Pacific Region","United States","Bremerhaven, Germany","Western Europe","Germany","","Msc Rania","","",1,2,"See Container Quantities column","6291.86",6.29186,"6291.86 kg","200000",NA,"","",2020-01-26
"545",38553427,"ONEYRICAT1980500",2020-06-18,"Parker Migliorini","U.S.A. SALT LAKE CITY UTAH 84101","141 Pierpont Avenue","Salt Lake City","Utah","84101","United States","33680108","Parker Migliorini International, Llc.","ONEY - Ocean Network Express Pte Ltd","United Arab Emirates","New York, New York","New York Region","United States","Jebel Ali, United Arab Emirates","Western Asia","United Arab Emirates","Us New York, Ny","Mol Marvel","","",1,2,"See Container Quantities column","16179",16.179,"16179.0 kg","",NA,"","",2020-07-12
"546",38553447,"ONEYRICAT1984900",2020-06-18,"Parker Migliorini","U.S.A. SALT LAKE CITY UTAH 84101","141 Pierpont Avenue","Salt Lake City","Utah","84101","United States","33680108","Parker Migliorini International, Llc.","ONEY - Ocean Network Express Pte Ltd","United Arab Emirates","New York, New York","New York Region","United States","Jebel Ali, United Arab Emirates","Western Asia","United Arab Emirates","Us New York, Ny","Mol Marvel","","",1,2,"See Container Quantities column","17350",17.35,"17350.0 kg","",NA,"","",2020-07-12
"547",32704015,"MEDUKB631969",2020-01-01,"Cedars Express International Inc.","2751 E. EL PRESIDIO ST CARSON CA 90810","960 East Walnut Street","Carson","California","90746","United States","4169210","Cedars Express International Inc. Elizabeth Barrientos 2751 E. El Presidio St. Carson, Ca 90810 Phone No : 13106080306 Fax No : 13106080311","MSCU - Msc Mediterranean Shipping Company S A","Jordan","Port of Long Beach, Long Beach, California","Pacific Region","United States","Al Aqabah, Jordan","Western Asia","Jordan","","Msc Rania","","",1,2,"See Container Quantities column","5940",5.94,"5940.0 kg","",NA,"","",2020-01-26
"548",37525047,"NAM3750349",2020-01-19,"Four Star Cargo","7640 NW 63RD ST MIAMI FLORIDA 33166","7640 Northwest 63rd Street","Miami","Florida","33166","United States","33507235","Four Star Cargo Inc C/O Ahlo Inc","CMDU - Cma Cgm","Hong Kong","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","","Cma Cgm Maupassant","","",1,2,"See Container Quantities column","8230",8.23,"8230.0 kg","",NA,"","",2020-02-11
"549",34177909,"MEDUUA299558",2020-09-11,"S.L. Rama International","10481 Northwest 36th Street, Miami, Florida, United States, 33178","10481 Northwest 36th Street","Miami","Florida","33178","United States","1850284","S.L. Rama International","MSCU - Msc Mediterranean Shipping Company S A","Suriname","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Paramaribo, Suriname","South America","Suriname","Chesnee, Sc","Msc Vidhi","","",1,1,"See Container Quantities column","14494.09",14.49409,"14494.09 kg","",NA,"","",2020-10-03
"550",34177969,"MEDUUA338547",2020-09-11,"Intl Paper","1740 INTERNATIONAL DRIVE MEMPHIS TN 38197 MEMPHIS TENNESSEE 38197","","","","","United States","45991621","International Paper Company","MSCU - Msc Mediterranean Shipping Company S A","Guatemala","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Puerto Matias De Galves, Guatemala","Central America","Guatemala","","Msc Vidhi","","",1,4,"See Container Quantities column","40147",40.147,"40147.0 kg","",NA,"","",2020-10-03
"551",37526027,"NAM3765554",2020-01-19,"Trailer Mania","6538 COLLINS AVENUE, #457 MIAMI, FL 33141 PH: 305- 428-3868","6538 Collins Avenue","Miami Beach","Florida","33141","United States","62148520","Trailer Mania","CMDU - Cma Cgm","South Korea","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Cma Cgm Maupassant","","",1,2,"See Container Quantities column","4989.52",4.989516,"4989.516 kg","",NA,"","",2020-02-11
"552",37531887,"NAM3749379",2020-01-19,"Embarque Bandera Shipping Inc.","500W 173 ST NEW YORK NY 10032 212-568-1333","500W West 173rd Street","New York","New York","10032","United States","87589528","Embarque Bandera Shipping Inc","CMDU - Cma Cgm","Dominican Republic","New York/Newark Area, Newark, New Jersey","New York Region","United States","Haina, Dominican Republic","Caribbean","Dominican Republic","","As Floretta","","",1,2,"See Container Quantities column","18960.16",18.960161,"18960.161 kg","",NA,"","",2020-02-11
"553",37534727,"NAM3757850",2020-01-19,"Sea Shipping Line","114 MAPLE AVENUE RED BANK NJ","114 Maple Avenue","Red Bank","New Jersey","07701","United States","27771682","Sea Shipping Line","CMDU - Cma Cgm","Trinidad and Tobago","New York/Newark Area, Newark, New Jersey","New York Region","United States","Port Of Spain, Trinidad and Tobago","Caribbean","Trinidad and Tobago","","As Floretta","","",1,2,"See Container Quantities column","18232",18.232,"18232.0 kg","",NA,"","",2020-02-11
"554",38553547,"ONEYRICAS4582700",2020-06-18,"Hellmann Worldwide Logistics","MIAMI FL 33126 US","Northwest 94th Avenue","Miami","Florida","33178","United States","27804420","Ait Worldwide Logistics, Inc.","ONEY - Ocean Network Express Pte Ltd","United Arab Emirates","New York, New York","New York Region","United States","Jebel Ali, United Arab Emirates","Western Asia","United Arab Emirates","Us New York, Ny","Mol Marvel","","",1,8,"See Container Quantities column","16515.32",16.51532,"16515.32 kg","",NA,"","",2020-07-12
"555",38553667,"ONEYRICAQ7812400",2020-06-18,"Ncl International Logistics USA Inc.","INC 7372 WALNUT AVE., SUITE W BUENA PARK, CA 90620 PHONE NO : +1 714 735 8004","7372 Walnut Avenue","Buena Park","California","90620","United States","63389919","Ncl International Logistics Usa Inc.","ONEY - Ocean Network Express Pte Ltd","Singapore","New York, New York","New York Region","United States","Singapore, Singapore","South-Eastern Asia","Singapore","Us New York, Ny","Mol Marvel","","",1,2,"See Container Quantities column","2136.2",2.1362,"2136.2 kg","35900",NA,"","",2020-07-12
"556",34178989,"MAEU607238495",2020-09-11,"Performance Materials Na Inc.","CHESTNUT RUN PLAZA 974 CENTRE ROAD WILMINGTON, DE 19805 US","974 Centre Road","Wilmington","Delaware","19805","United States","63388970","Performance Materials Na,","MAEU - Maersk Line","China","Houston, Houston, Texas","Southwest Region","United States","Shanghai, China","Eastern Asia","China","Houston, United States","Maersk Kalamata","","",1,2,"See Container Quantities column","20520",20.52,"20520.0 kg","37700",NA,"","",2020-10-03
"557",34179049,"MEDUUA253183",2020-09-11,"Vship","36-36, 33RD STREET STE: 207 LONG ISLAND CITY, NY 11106 LONG ISLAND CITY/QUEE NEW YORK 11106","34-36 33rd Street","Long Island City","New York","11106","United States","27803555","Vship","MSCU - Msc Mediterranean Shipping Company S A","Jordan","Baltimore, Maryland","Northeast Region","United States","Al Aqabah, Jordan","Western Asia","Jordan","","Msc Madrid","","",1,2,"See Container Quantities column","5244",5.244,"5244.0 kg","",NA,"","",2020-10-03
"558",38553867,"ONEYRICAU0102500",2020-06-18,"Yusen Logistics (Americas) Inc.","1300 BUSSE RD ELK GROVE VILLAGE IL 60007 USA","1300 Busse Road","Elk Grove Village","Illinois","60007","United States","28139631","Yusen Logistics (Americas) Inc.","ONEY - Ocean Network Express Pte Ltd","Thailand","New York, New York","New York Region","United States","Laem Chabang, Thailand","South-Eastern Asia","Thailand","Us New York, Ny","Mol Marvel","","",1,4,"See Container Quantities column","20891",20.891,"20891.0 kg","108000",NA,"","",2020-07-12
"559",38554127,"ONEYRICAV3231500",2020-06-18,"Kuehne Nagel Inc. Fmc 001162 Nf","1001 BUSSE ROAD FC J497 ELK GROVE VILLAGE, IL 60007 USA / FC: J497 SH","1001 Busse Road","Elk Grove Village","Illinois","60007","United States","45821508","Kuehne + Nagel,Inc. Fmc 001162 Nf Chb 4455","ONEY - Ocean Network Express Pte Ltd","Vietnam","New York, New York","New York Region","United States","Ho Chi Minh City, Vietnam","South-Eastern Asia","Vietnam","Us New York, Ny","Mol Marvel","","",1,2,"See Container Quantities column","9225",9.225,"9225.0 kg","105000",NA,"","",2020-07-12
"560",34179229,"MEDUUA337721",2020-09-11,"Eagle Trans Shipping","50 HARRISON STREET SUITE 301 HOBOKEN NEW JERSEY 07030","","","","","United States","44304563","Eagle Trans Shipping & Logistics","MSCU - Msc Mediterranean Shipping Company S A","South Korea","Port Of Boston, Boston, Massachusetts","Northeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","","Msc Ronit R","","",1,4,"See Container Quantities column","42810",42.81,"42810.0 kg","48300",NA,"","",2020-10-03
"561",32700159,"MEDUKB598655",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Egypt","Houston, Houston, Texas","Southwest Region","United States","Alexandria, Egypt","Northern Africa","Egypt","","Msc Judith","","",1,1,"See Container Quantities column","19967.12",19.96712,"19967.12 kg","85100",NA,"","",2020-01-25
"562",32700179,"MEDUKB610716",2020-01-01,"Fleur De Lis Worldwide Llc","18102 YELLOWSTONE TRAIL HUMBLE, TX 77346","18102 Yellowstone Trail","Humble","Texas","77346","United States","45976096","Fleur De Lis Worldwide Llc 7702 Fm 19360 East, Suite 210 Humble, Tx 77346","MSCU - Msc Mediterranean Shipping Company S A","Algeria","Houston, Houston, Texas","Southwest Region","United States","Alger, Algeria","Northern Africa","Algeria","","Msc Judith","","",1,8,"See Container Quantities column","95370",95.37,"95370.0 kg","77200",NA,"","",2020-01-25
"563",32700199,"MEDUKB620376",2020-01-01,"Unitcargo Container Line","4544 POST OAK PLACE DRIVE HOUSTON, TX 77027","4544 Post Oak Place Drive","Houston","Texas","77027","United States","33911813","Unitcargo Container Line Inc. 4544 Post Oak Place Ste. 180 Houston, Tx 77027 Fax No : +234 1 587 4902","MSCU - Msc Mediterranean Shipping Company S A","Israel","Houston, Houston, Texas","Southwest Region","United States","Ashdod, Israel","Western Asia","Israel","","Msc Judith","","",1,12,"See Container Quantities column","142794",142.794,"142794.0 kg","139000",NA,"","",2020-01-25
"564",32700239,"MEDUKB626738",2020-01-01,"Unitcargo Container Line","4544 POST OAK PLACE DRIVE HOUSTON, TX 77027","4544 Post Oak Place Drive","Houston","Texas","77027","United States","33911813","Unitcargo Container Line Inc. Leileen Rupido 4544 Post Oak Place Ste. 180 Houston, Tx 77027 Phone No : 713 589 2206","MSCU - Msc Mediterranean Shipping Company S A","Morocco","Houston, Houston, Texas","Southwest Region","United States","Casablanca, Morocco","Northern Africa","Morocco","","Msc Judith","","",1,30,"See Container Quantities column","378600",378.6,"378600.0 kg","357000",NA,"","",2020-01-25
"565",32700259,"MEDUKB594019",2020-01-01,"Unitcargo Container Line","4544 POST OAK PLACE DRIVE HOUSTON, TX 77027","4544 Post Oak Place Drive","Houston","Texas","77027","United States","33911813","Unitcargo Container Line Inc. 4544 Post Oak Place Ste. 180 Houston, Tx 77027 Fax No : +234 1 587 4902","MSCU - Msc Mediterranean Shipping Company S A","Israel","Houston, Houston, Texas","Southwest Region","United States","Haifa, Israel","Western Asia","Israel","","Msc Judith","","",1,10,"See Container Quantities column","112070",112.07,"112070.0 kg","102000",NA,"","",2020-01-25
"566",34179319,"MEDUUA341798",2020-09-11,"Esskay Pee Trading Pte., Ltd.","FRANCESCO GROSSO TOWER SINGAPORE 30 CECIL STREET #19-08 PRUDENTIL SINGAPORE, SINGAPORE 1250 PHONE NO : 4504666688","","","","","United States","71077076","Esskay Pee Trading Pte. Ltd.","MSCU - Msc Mediterranean Shipping Company S A","India","Port Of Boston, Boston, Massachusetts","Northeast Region","United States","Mundra, India","Southern Asia","India","","Msc Ronit R","","",1,2,"See Container Quantities column","24921",24.921,"24921.0 kg","",NA,"","",2020-10-03
"567",34179499,"MEDUUA333142",2020-09-11,"Eagle Trans Shipping","50 HARRISON STREET SUITE 301 HOBOKEN NEW JERSEY 07030","","","","","United States","44304563","Eagle Trans Shipping & Logistics","MSCU - Msc Mediterranean Shipping Company S A","India","Port Of Boston, Boston, Massachusetts","Northeast Region","United States","New Tuticorin, India","Southern Asia","India","","Msc Ronit R","","",1,4,"See Container Quantities column","42239",42.239,"42239.0 kg","",NA,"","",2020-10-03
"568",32700319,"MEDUKB588672",2020-01-01,"Atlantic Express Corp.","7751 W 88TH ST BRIDGEVIEW IL 60455 UNITED STATES","7751 West 88th Street","Bridgeview","Illinois","60455","United States","27851298","Atlantic Express Corp. 7751 W. 88th St. Bridgeview, Il 60455 Fax No : 708 599 9682","MSCU - Msc Mediterranean Shipping Company S A","Georgia","Houston, Houston, Texas","Southwest Region","United States","Poti, Georgia","Eastern Europe","Georgia","","Msc Judith","","",1,2,"See Container Quantities column","5911.67",5.91167,"5911.67 kg","",NA,"","",2020-01-25
"569",32700339,"MEDUKB608850",2020-01-01,"Mts Logistics Inc.","5 WEST 37TH STREET SUITE 300 NEW YORK, NY 10018","","","","","United States","27866979","Mts Logistics Inc 5 West 37 Th Street Suite 300 New York, Ny 10018 Phone No : 212 594 3117","MSCU - Msc Mediterranean Shipping Company S A","Tunisia","Houston, Houston, Texas","Southwest Region","United States","Tunis, Tunisia","Northern Africa","Tunisia","","Msc Judith","","",1,2,"See Container Quantities column","23806.57",23.80657,"23806.57 kg","22400",NA,"","",2020-01-25
"570",32700279,"MEDUKB611847",2020-01-01,"Olam Cotton","740 EAST CAMPBELL RD RICHARDSON TX 75081 USA","740 East Campbell Road","Richardson","Texas","75081","United States","34450938","Af Cotton 819 W. Arapaho Rd. Richardson, Tx 75080","MSCU - Msc Mediterranean Shipping Company S A","Turkey","Houston, Houston, Texas","Southwest Region","United States","Alexandretta, Turkey","Western Asia","Turkey","","Msc Judith","","",1,32,"See Container Quantities column","322338",322.338,"322338.0 kg","515000",NA,"","",2020-01-25
"571",32700219,"MEDUKB589258",2020-01-01,"Firestone Polymers Llc","W. WILBETH ROAD AKRON 44301","381 West Wilbeth Road","Akron","Ohio","44301","United States","27870008","Firestone Polymers Llc Myra Torres 381 W. Wilbeth Road Akron, Oh 44301","MSCU - Msc Mediterranean Shipping Company S A","Spain","Houston, Houston, Texas","Southwest Region","United States","Bilbao, Spain","Western Europe","Spain","","Msc Judith","","",1,2,"See Container Quantities column","35545",35.545,"35545.0 kg","70900",NA,"","",2020-01-25
"572",34179679,"MEDUUA307369",2020-09-11,"Wm Recycle America Llc","720 E. BUTTERFIELD RD 4TH FLOOR LOMBARD, IL - 60148 LOMBARD ILLINOIS 60148","720 Butterfield Road","Lombard","Illinois","60148","United States","33502416","Wm Recycle America Llc","MSCU - Msc Mediterranean Shipping Company S A","India","New York, New York","New York Region","United States","Mundra, India","Southern Asia","India","Cincinnati, Oh","Msc Tomoko","","",1,20,"See Container Quantities column","219849",219.849,"219849.0 kg","",NA,"","",2020-10-03
"573",34179799,"MEDUUA287348",2020-09-11,"Sims Global Commodities Pte., Ltd.","80, ROBINSON ROAD, UNIT #26-00 068898 JERSEY CITY NEW JERSEY 07305","80 Robinson Road","Singapore","","068898","Singapore","61186754","Sims Global Commodities Pte Ltd","MSCU - Msc Mediterranean Shipping Company S A","Pakistan","New York, New York","New York Region","United States","Port Muhammad Bin Qasim, Pakistan","Southern Asia","Pakistan","Chicago, Il","Msc Tomoko","","",1,2,"See Container Quantities column","19677",19.677,"19677.0 kg","63000",NA,"","",2020-10-03
"574",38555907,"ONEYRICAS2932400",2020-06-18,"Gp Cellulose GmbH","GRAFENAUWEG 4 ZUG, SWITZERLAND 6300 PHONE NO : +41 41 728 7677 FAX NO : 041 728 76 77","","","","","United States","27798293","Gp Cellulose Gmbh","ONEY - Ocean Network Express Pte Ltd","China","Jacksonville, Florida","Southeast Region","United States","Shanghai, China","Eastern Asia","China","Us Jacksonville, Fl","Mol Creation","","",1,26,"See Container Quantities column","284343",284.343,"284343.0 kg","",NA,"","",2020-07-12
"575",38556007,"ONEYRICAU7856700",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","China","Jacksonville, Florida","Southeast Region","United States","Shanghai, China","Eastern Asia","China","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"576",32703999,"MEDUKB600790",2020-01-01,"Cedars Express International Inc.","2751 E. EL PRESIDIO ST CARSON CA 90810","960 East Walnut Street","Carson","California","90746","United States","4169210","Cedars Express International Inc. Elizabeth Barrientos 2751 E. El Presidio St. Carson, Ca 90810 Phone No : 13106080306 Fax No : 13106080311","MSCU - Msc Mediterranean Shipping Company S A","Jordan","Port of Long Beach, Long Beach, California","Pacific Region","United States","Al Aqabah, Jordan","Western Asia","Jordan","","Msc Rania","","",1,2,"See Container Quantities column","5982",5.982,"5982.0 kg","",NA,"","",2020-01-26
"577",32704019,"MEDUKB633346",2020-01-01,"Helvetia Container Line","1-281-27717008 HOUSTON TEXAS 77060","16800 Greenspoint Park Drive","Houston","Texas","77060","United States","45989041","Helvetia Container Line 703 N Central Avenue Atlanta, Ga 30354 1661 Atlanta, Ga 30354","MSCU - Msc Mediterranean Shipping Company S A","Egypt","Port of Long Beach, Long Beach, California","Pacific Region","United States","Alexandria, Egypt","Northern Africa","Egypt","","Msc Rania","","",1,4,"See Container Quantities column","33964.8",33.9648,"33964.8 kg","65700",NA,"","",2020-01-26
"578",38556667,"ONEYRICAR6809300",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","South Korea","Jacksonville, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"579",32704619,"MEDUKB640564",2020-01-01,"","","","","","","","","","MSCU - Msc Mediterranean Shipping Company S A","Panama","Port of Long Beach, Long Beach, California","Pacific Region","United States","All Other Panama West Coast Region Ports, Panama","Central America","Panama","","Msc Rania","","",NA,NA,"See Container Quantities column","50263",50.263,"50263.0 kg","",NA,"","",2020-01-26
"580",34179439,"MEDUUA341699",2020-09-11,"Canusa Hershman Recycling","45 NORTHEAST INDUSTRIAL ROAD BRANFORD, CT 06405","45 Northeast Industrial Drive","Branford","Connecticut","06405","United States","33630199","Canusa Hershman Recycling","MSCU - Msc Mediterranean Shipping Company S A","China","Port Of Boston, Boston, Massachusetts","Northeast Region","United States","Tsingtao, China","Eastern Asia","China","","Msc Ronit R","","",1,50,"See Container Quantities column","624177",624.177,"624177.0 kg","",NA,"","",2020-10-03
"581",38556747,"ONEYRICAS8094900",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","South Korea","Jacksonville, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"582",38556867,"ONEYRICAR5235900",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","Taiwan","Jacksonville, Florida","Southeast Region","United States","Kaohsiung, Taiwan","Eastern Asia","Taiwan","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"583",37604095,"NAM3705843",2020-01-19,"Safari Cargo Llc. C/O","MOTORS INC 7007 GULF FWY STE#107 HOUSTON, TX 77087 TEL# 713-732-7399","7007 Gulf Freeway","Houston","Texas","77087","United States","44420560","Safari Cargo, Llc","CMDU - Cma Cgm","Libya","Houston, Houston, Texas","Southwest Region","United States","All Other Libya Ports, Libya","Northern Africa","Libya","","Olivia 1","","",1,2,"See Container Quantities column","6202.87",6.20287,"6202.87 kg","",NA,"","",2020-02-10
"584",38559507,"ONEYRI0RP4803500",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","4757.5",4.7575,"4757.5 kg","25900",NA,"","",2020-07-12
"585",32704199,"MEDUKB647825",2020-01-01,"Imerys Minerals California Inc.","MIGUELITO ROAD LOMPOC 93436","2500 San Miguelito Road","Lompoc","California","93436","United States","33712609","Imerys Minerals California Inc William Harris 2500 Miguelito Canon Road Lompoc, Ca 93436 Phone No : 7706453390","MSCU - Msc Mediterranean Shipping Company S A","Italy","Port of Long Beach, Long Beach, California","Pacific Region","United States","Genoa, Italy","Western Europe","Italy","","Msc Rania","","",1,2,"See Container Quantities column","11803.38",11.80338,"11803.38 kg","7200",NA,"","",2020-01-26
"586",37604235,"NAM3706561",2020-01-19,"Safari Cargo Llc. C/O","MOTORS INC 7007 GULF FWY STE#107 HOUSTON, TX 77087 TEL# 713-732-7399","7007 Gulf Freeway","Houston","Texas","77087","United States","44420560","Safari Cargo, Llc","CMDU - Cma Cgm","Libya","Houston, Houston, Texas","Southwest Region","United States","Benghazi, Libya","Northern Africa","Libya","","Olivia 1","","",1,2,"See Container Quantities column","6535.87",6.53587,"6535.87 kg","",NA,"","",2020-02-10
"587",37604575,"NAM3743423",2020-01-19,"The Redwood Group Llc","5920 NALL AVE #400 MISSION, KS 66202 PHONE NO : +1 816-979-1786","5920 Nall Avenue","Mission","Kansas","66202","United States","28217254","The Redwood Group, Llc","CMDU - Cma Cgm","Indonesia","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Soerabaja, Indonesia","South-Eastern Asia","Indonesia","Kansas City, Ks. Usa","Cma Cgm Norma","","",1,4,"See Container Quantities column","49832",49.832,"49832.0 kg","",NA,"","",2020-02-11
"588",32704279,"MEDUKB628254",2020-01-01,"Calcot Ltd.","1900 EAST BRUNDAGE LANE BAKERSFIELD, CA 93307","1900 East Brundage Lane","Bakersfield","California","93307","United States","70288512","Calcot Ltd Veronica Zhu 1900 East Brundage Lane Bakersfield, Ca 93307 Phone No : 661 395 6883","MSCU - Msc Mediterranean Shipping Company S A","Turkey","Port of Long Beach, Long Beach, California","Pacific Region","United States","Istanbul, Turkey","Western Asia","Turkey","","Msc Rania","","",1,4,"See Container Quantities column","38893",38.893,"38893.0 kg","62100",NA,"","",2020-01-26
"589",38559667,"ONEYRI0RP4810301",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","947.2",0.9472,"947.2 kg","8000",NA,"","",2020-07-12
"590",32704339,"MEDUKB632249",2020-01-01,"United American Line","499 ERNSTON ROAD, B-13 PARLIN NJ 08859 PARLIN NEW JERSEY 08859-141","499 Ernston Road","Sayreville","New Jersey","08859","United States","4722778","American Trading International, Inc. Emily Stewart 3415 S. Sepulveda Blvd., Suite 610 Los Angeles, Ca 90034 Phone No : +1 310 217 6666 Fax No : +1 310 207 1312","MSCU - Msc Mediterranean Shipping Company S A","Saudi Arabia","Port of Long Beach, Long Beach, California","Pacific Region","United States","King Abdullah, Saudi Arabia","Western Asia","Saudi Arabia","Dallas, Tx","Msc Rania","","",1,10,"See Container Quantities column","92911",92.911,"92911.0 kg","226000",NA,"","",2020-01-26
"591",37605235,"NAM3743628",2020-01-19,"The Delong Co. Inc.","214 ALLEN STREET CLINTON, WI 53525","214 Allen Street","Clinton","Wisconsin","53525","United States","27763730","The Delong Co., Inc.","CMDU - Cma Cgm","Sri Lanka","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Colombo, Sri Lanka","Southern Asia","Sri Lanka","","Cma Cgm Norma","","",1,12,"See Container Quantities column","136084",136.084,"136084.0 kg","47400",NA,"","",2020-02-11
"592",32704419,"MEDUKB525211",2020-01-01,"Transfreight Express Lines","14300 E 35TH PLACE AURORA CO 80011","14300 East 35th Place","Aurora","Colorado","80011","United States","27811562","Transfreight Express Lines N.V.O.C.C. Upland Distribution Center I 14300 East 35th Place, Suite 105 Aurora, Co 80011 Phone No : +1 303 307 0002 Fax No : 303 307 8073","MSCU - Msc Mediterranean Shipping Company S A","Kenya","Port of Long Beach, Long Beach, California","Pacific Region","United States","Mombasa, Kenya","Eastern Africa","Kenya","Denver, Co","Msc Rania","","",1,2,"See Container Quantities column","19839",19.839,"19839.0 kg","231000",NA,"","",2020-01-26
"593",34180459,"MEDUUA265112",2020-09-11,"Becton Dickinson","1 BECTON DRIVE FRANKLIN LAKES, NJ 07417-1880","","","","","United States","27803888","Becton Dickinson & Company","MSCU - Msc Mediterranean Shipping Company S A","Belgium","New York, New York","New York Region","United States","Antwerp, Belgium","Western Europe","Belgium","","Maersk Utah","","",1,2,"See Container Quantities column","7572",7.572,"7572.0 kg","",NA,"","",2020-10-03
"594",38556767,"ONEYRICAQ7324900",2020-06-18,"Lbc Business Solutions North","AMERICA 37022 LOCUST ST . APT .A NEW ARK, CA94560","","","","","United States","71679188","Lbc Business Solutions North America","ONEY - Ocean Network Express Pte Ltd","South Korea","Jacksonville, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","18300",18.3,"18300.0 kg","",NA,"","",2020-07-12
