"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"430",184102745,"CMDUNBJH002950",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","CMDU - Cma Cgm","UPS SUPPLY CHAIN SOLUTIONS, INC. 2031 S. CENTENNIAL AVE. AIKEN, SC, 29803, UPSUSAKNLOWESDOCS UPS.COM, TEPHONE:1-803-502-6755","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","0MB4K",9785809,1,2,"156 PCS","",9693,9.693,"9693 KG",NA,NA,1,"",1,NA,2020-01-02
"431",184102755,"COSU6217366440",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS 2031 SOUTH CENTENNIAL AVENUE, AIKEN SC 29803, UNITED STATES, TE5027392","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,2,"156 CTN","51 CM",5809,5.809,"5809 KG",NA,NA,594191,"",1,NA,2020-01-02
"432",184102775,"COSU6222281000B5",2020-01-01,"Momentive Performance Materials","HUDSON RIVER RD . WATERFORD 12188","260 Hudson River Road","Waterford","New York","12188","United States",27880989,"MOMENTIVE PERFORMANCE MATERIALS SISTERSVILLE 10851 ENERGY HIGHWAY F RIENDLY WV 26146 USA FRIENDLY WV, U NITED STATES 304 - 652 - 8232 TELEX","Zhejiang Huangma Technology Co., Ltd.","SHANGHAI ZH 312363","","","Zhejiang","","China",30405806,"ZHEJIANG HUANGMA TECHNOLOGY CO.,LTD ZHANGZHEN NEW INDUSTRIAL DISTRICT SHANGYU,ZHEJIANG 312363 P.R.C SHANG YU ZJ, CHINA 86 - 0575 - 82925810 T","COSU - Cosco Shipping Lines Co Ltd","MG MAHER & CO, INC. ONE CANAL PLACE, SUITE 1600 NEW ORL, EANS, LA 70130 NEW ORLEANS LA, UNIT, ED STATES 504 - 561 - 6231 TELEX: P","","House","COSU6222281000","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,1,"1 TNK","20 CM",19840,19.84,"19840 KG",NA,NA,594191,"",1,NA,2020-01-02
"433",184102785,"COSU6224324920",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,1.16,"1886 CTN","39 CM",7277,7.277,"7277 KG",NA,NA,594191,"",1,NA,2020-01-02
"434",184102795,"COSU6224324940",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,1.84,"746 CTN","44 CM",12330,12.33,"12330 KG",NA,NA,594191,"",1,NA,2020-01-02
"435",184102805,"COSU6224324971",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.72,"473 CTN","18 CM",2128,2.128,"2128 KG",7800,NA,594191,"",1,NA,2020-01-02
"436",184102815,"COSU6224324992",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.2,"1178 CTN","14 CM",883,0.883,"883 KG",NA,NA,594191,"",1,NA,2020-01-02
"437",184102825,"COSU6224325014",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.04,"180 CTN","1 CM",286,0.286,"286 KG",NA,NA,594191,"",1,NA,2020-01-02
"438",184102835,"COSU6224325040",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.87,"1704 CTN","23 CM",5375,5.375,"5375 KG",NA,NA,594191,"",1,NA,2020-01-02
"439",184102845,"COSU6224325061",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.21,"560 CTN","8 CM",840,0.84,"840 KG",NA,NA,594191,"",1,NA,2020-01-02
"440",184102855,"COSU6224325073",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.04,"83 CTN","1 CM",240,0.24,"240 KG",NA,NA,594191,"",1,NA,2020-01-02
"441",184102875,"EILGSHAC19110128",2020-01-01,"Savant Systems Llc","2231 MERIDIAN BLVD. 1 MINDEN NV 89423 US","2231 Meridian Boulevard","Minden","Nevada","89423","United States",27965461,"SAVANT SYSTEMS 2231 MERIDIAN BLVD. 1 MINDEN NV89423 US","Quanta Computer Inc.","NO.188 WEN HWA 2ND RD KUEI SHAN HSIANG 03 TAOYUAN HSIEN TAIWAN TW 00","","","","","Taiwan",44206933,"QUANTA COMPUTER INC. 211, WEN HWA 2ND RD.,GUISHAN DIST TAO YUAN 33377 TW","EILG - Everglory International Logistics Co Ltd","SAVANT SYSTEMS 2231 MERIDIAN BLVD. 1, MINDEN NV89423 US","","House","ONEYSZ8HL0356800","Taiwan","Port Of Boston, Boston, Massachusetts","Northeast Region","Port Of Boston, Boston, Massachusetts","Northeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI CHINA","Maritime","SEASPAN BRILLIANCE","035E",9685334,1,0.47,"341 CTN","",2745,2.745,"2745 K",414000,NA,1,"",1,1,2020-01-02
"442",184102905,"SMMBSSHA4790698",2020-01-01,"Synergy Home Furnishings Llc","576 A EAST WALNUT STREET RIPLEY, MS 38663","576 East Walnut Street","Ripley","Mississippi","38663","United States",33485552,"SYNERGY HOME FURNISHINGS, LLC 576 EAST WALNUT STREET RIPLEY MS38663 US","Suzhou Baodali Leather Co., Ltd.","CO. LTD SONGJIAGANG RD ZHOUSHI KUNSHANCN","Song Jia Gang Lu","Suzhou Shi","Jiangsu Sheng","","China",30401151,"SUZHOU BAODALI LEATHER CO.,LTD SONGJIAGANG ROAD,ZHOUSHI TOWN KUNSHAN CN","SMMB - Seamaster Logistics Inc","JORDANS FURNITURE, INC. 450 REVOLUTIONARY, EAST TAUNTON MA02718 US","SMMB - Seamaster Logistics Inc","House","ONEYSH9ER0914500","China","Port Of Boston, Boston, Massachusetts","Northeast Region","Port Of Boston, Boston, Massachusetts","Northeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","SEASPAN BRILLIANCE","035E",9685334,1,2,"57 PKG","",4990,4.99,"4990 KG",NA,NA,356854,"",1,NA,2020-01-02
"443",189767960,"CMDUQDGA267749",2020-05-17,"Michaels Stores Procurement","8000, Bent Branch Drive, Irving, Texas, United States, 75063","8000 Bent Branch Drive","Irving","Texas","75063","United States",27821538,"MICHAELS STORES PROCUREMENT COMPANY INC 8000 BENT BRANCH DRIVE IRVING, TX 75063, US","Yusen Logistics (China) Co., Ltd.","9TH/10TH FLOOR, LONGEMONT YES TOWER NO. 369 KAIXUAN ROAD CHANGNING DISTRICT SHANGHAI 200051","","","","","China",44421517,"YUSEN LOGISTICS (CHINA) CO., LTD., QINGDAO BRANCH ROOM 2408, TOWER ONE HNA IMC CENTER TE234 YAN AN THIRD ROAD","CMDU - Cma Cgm","MICHAELS STORES PROCUREMENT COMPANY INC., 8000 BENT BRANCH DRIVE, IRVING, TX 75063, US, TEIMPORT FREIGHT AUDIT/LOGISTICS  ;  ASCENT GLOBAL LOGISTICS 2424 W. KINGSLEY, SUITE C, SPRINGFIELD, MO 65807, US, ATTN: MICHAELS`TEAM, TEMICHAELS`TEAM ASCENTGL.COM","","Simple","","China","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","QINGDAO","Maritime","APL SOUTHAMPTON","0SV8K",9462017,1,10,"6618 PCS","2 CM",78087,78.087,"78087 KG",NA,NA,1,"",5,NA,2020-05-18
"444",184102935,"OERT215702I09765",2020-01-01,"Banyan International Corp.","66 CENTRAL AVENUE FARMINGDALE NEW YORK, NY 11735","66 Central Avenue","Farmingdale","New York","11735","United States",27824780,"BANYAN INTERNATIONAL 24 CENTRAL DRIVE, FARMINGDALE, NY 11735","Jiaxing Zhong Li Plastic Co.","NO. 183, ZHENGYUAN ROAD TANGHUI TOWN JIAXING, ZHEJIANG 314000","Zhengyuan Road","Jiaxing","Zhejiang","","China",39614180,"JIAXING ZHONGLI PLASTIC CO.,LTD NO.183 ZHENGYUAN ROAD,TANGHUI INDUSTRIAL PARK,JIAXING ECONOMIC DEVELOPMENT ZONE,JIAXING 314003","OERT - Orient Express Container Co Ltd","BANYAN INTERNATIONAL 24 CENTRAL DRIVE, FARMINGDALE, NY, 11735","","House","CMDUNBYE066895","China","Port Of Entry-Winston-Salem, Winston-Salem, North Carolina","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.45,"185 CTN","12 CM",2442,2.442,"2442 KG",3700,NA,31930,"Immediate Transportation (IT)",1,NA,2020-01-02
"445",189768020,"BANQNGB4105682",2020-05-17,"Regalo International","14305 SOUTHCROSS DRIVE BURNSVILLE MN 55306 BURNSVILLE MN 55306 US","3200 Corporate Center Drive","Burnsville","Minnesota","55306","United States",27870379,"REGALO INTERNATIONAL, LLC 3200 CORPORATE CENTER DR #100 BURNSVILLE MN 55306 US","Ningbo Yongchang Industries&Trading","NO. 279 Tianhu Road.Ruotuo Street, Ningbo, China","","","","","China",1615427,"NINGBO YONGCHANG INDUSTRIAL TRADING CO LTD NO 279 TIANHU ROAD RUOTUO STREET NINGBO CN","BANQ - Blue Anchor America Line (Blue Anchor Line)","REGALO INTERNATIONAL, LLC 3200 CORPORATE CENTER DR #100, BURNSVILLE MN 55306 US","","House","APLUNPDN030836","China","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","APL SOUTHAMPTON","0SV8J",NA,1,4,"3250 CTN","1 X",19211,19.211,"19211 K",NA,NA,1,"",2,NA,2020-05-18
"446",195126910,"MEDUXM326880",2020-09-07,"Ikea Distribution Services","100 IKEA WAY WESTAMPTON NJ 08060 UNITED STATES OF AMERICA","100 Ikea Drive","Westampton","New Jersey","08060","United States",46006162,"IKEA SUPPLY AG 202 LITTLE HEARST PARKWAY PORT WENTWORTH GA 31407 UNITED STAT","Tongda (Xiamen) Smart Tech","88 DING SHAN ZHONG LU DONGFU DISTRI CT XIAMEN FUJIAN PROVINCE 361027 P.R.C HINA XIAMEN CN","","Xiamen","Fujian","361027","China",44807334,"TONGDA(XIAMEN)SMART TECH INDUSTRY C UNIT 2218, 22F, TONG DA INTERNATION XIAMEN 35 361000 CHINA","MEDU - Msc Meditterranean Shipping Company Sa","IKEA PURCHASING SERVICES (US) INC 3200 HORIZON DR. #120 SUITE G10, KING OF PRUSSIA PA 19406 UNITED STA  ;  GEODIS USA, INC. THE NAVY YARD 5101 S. BROAD STREET, PHILADELPHIA PA 19112 UNITED STATES","","Simple","","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Xiamen, China","Eastern Asia","China","XIAMEN","Maritime","MAERSK SIRAC","032E",9725718,1,0.31,"21 PKG","10 X",1925,1.93,"1925 K",NA,NA,1,"",1,NA,2020-09-08
"447",184103175,"JSSYJSLUS1911684",2020-01-01,"Lotte Advanced Materials USA Inc.","6 CENTERPOINTE DRIVE SUITE 100 LA PALMA, CA 90623","6 Centerpointe Drive","La Palma","California","90623","United States",39745251,"LOTTE ADVANCED MATERIALS USA  INC.  6 CENTERPOINTE DR.  100 LA PALMA  C A 90623 TEL 7144430966 ATTN  HAYONY TEOO SARAH CHOE","Lotte Advanced Materials Co., Ltd.","56 GOSAN-RO UIWANG-SI 16073 GYEONGGI-DO SOUTH KOREA","","","","","Thailand",71118110,"LOTTE ADVANCED MATERIALS CO.  LTD.  56  GOSAN-RO  UIWANG-SI 16073 GYEON GGI-DO  SOUTH KOREA","JSSY - Joo Sung Sea & Air Co Ltd","MARBLE AND GRANITE  INC. 270 UNIVERSITY AVE WESTWOOD MA 0209, 0 CELL  617-943-1825 OFFICE  781-40, TE7-9560 EXT 118 JGUIDI MARBLEANDGR","","House","ONEYSELVB5969301","Thailand","Port Of Boston, Boston, Massachusetts","Northeast Region","Port Of Boston, Boston, Massachusetts","Northeast Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN  KOREA","Maritime","SEASPAN BRILLIANCE","035E",NA,1,1,"56 PKG","",19019,19.019,"19019 KG",NA,NA,1,"",1,NA,2020-01-02
"448",189768160,"EGLV143073802972",2020-05-15,"Dick S Merchandising & Supply","345 COURT STREET CORAOPOLIS, PA 15108","345 Court Street","Coraopolis","Pennsylvania","15108","United States",61338479,"DICKS MERCHANDISING & SUPPLY CHAIN INC./ 345 COURT STREET CORAOPOLIS, PA 15108 ATTN: IMPORT TRAFFIC DEPARTMENT","Futurux Global Ltd.","RMA 4/COMMERCIAL -34 WING LOK ST SHEUNG WAN HK HK","28-34 Wing Lok Street","","Hong Kong Island","","Hong Kong",67835883,"FUTURUX GLOBAL LIMITED ROOM A, 4/F.,88 COMMERCIAL BUILDING 28-34 WING,LOK STREET,SHEUNG WAN HK","EGLV - Evergreen Line","GEODIS USA, INC. 5101 S. BROAD STREET, PHILADELPHIA, PA19112, ATTN: BRITTANY MASSARO, TEL: 215-238-8600  ;  DICKS MERCHANDISING & SUPPLY CHAIN, INC./ 345 COURT STREET, CORAOPOLIS, PA 15108, ATTN: IMPORT TRAFFIC DEPARTMENT","","Simple","","Hong Kong","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO, CHINA","Maritime","EVER LIVELY","0949A",9604134,1,14,"1950 CTN","357 X",37276,37.276,"37276 K",NA,NA,1,"",7,NA,2020-05-16
"449",189768170,"OOLU4049854629",2020-05-17,"Mobis Parts America Llc","5940 OPUS DRIVE GROVEPORT OH UNITED STATES TE7671402","5940 Opus Drive","Groveport","Ohio","43125","United States",67332073,"MOBIS PARTS AMERICA, LLC (HYUNDAI P 5940 OPUS DRIVE GROVEPORT OH UNITED STATES TE7671402","Hyundai Mobis","203 TEHERAN-RO GANGNAM-GU SEOUL 06141","","","Seoul","135-080","South Korea",34206971,"HYUNDAI MOBIS 203 TEHERANRO SI TOWER 10TH FL SEOUL SOUTH KOREA TE20186000","OOLU - Orient Overseas Container Line Ltd","KUEHNE + NAGEL, INC. 20000 S. WESTERN AVE., TORRANCE CA, UNITED STATES  ;  MOBIS PARTS AMERICA, LLC 10550 TALBERT AVE., FOUNTAIN VALLEY CA, UNITED STATES","","Simple","","South Korea","Port Columbus International Airport, Columbus, Ohio","North Central Region","Port of Seattle, Seattle, Washington","Pacific Region","Busan, South Korea","Eastern Asia","South Korea","BUSAN","Maritime","APL SOUTHAMPTON","401E",9462017,1,4,"46 CAS","1 CM",6698,6.698,"6698 KG",NA,NA,398052,"Immediate Transportation (IT)",2,NA,2020-05-18
"450",184103215,"COSU6054704290",2020-01-01,"California Cartage Company","375 Kenyon Road, Suffolk, Virginia, United States, 23434","375 Kenyon Road","Suffolk","Virginia","23434","United States",27862146,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","CALIFORNIA CARTAGE COMPANY, LLC VIRGINIA COMMERCE CENTER, BUILDING, SUFFOLK VA 23434, UNITED STATES, TE5385490  ;  EXPEDITORS INTERNATIONAL OF WASHING SUITE B 2550 ELLSMERE AVENUE, NORFOLK VA 23513, UNITED STATES, TE8588358","M801","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.93,"1214 PCS","46 CM",2007,2.007,"2007 KG",NA,NA,594191,"",1,NA,2020-01-02
"451",184103225,"COSU6054704350",2020-01-01,"California Cartage Company","375 Kenyon Road, Suffolk, Virginia, United States, 23434","375 Kenyon Road","Suffolk","Virginia","23434","United States",27862146,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","CALIFORNIA CARTAGE COMPANY, LLC VIRGINIA COMMERCE CENTER, BUILDING, SUFFOLK VA 23434, UNITED STATES, TE5385490  ;  EXPEDITORS INTERNATIONAL OF WASHING SUITE B 2550 ELLSMERE AVENUE, NORFOLK VA 23513, UNITED STATES, TE8588358","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,1.96,"1404 PCS","47 CM",8030,8.03,"8030 KG",104000,NA,594191,"",1,NA,2020-01-02
"452",184103235,"COSU6054704584",2020-01-01,"California Cartage Company","375 Kenyon Road, Suffolk, Virginia, United States, 23434","375 Kenyon Road","Suffolk","Virginia","23434","United States",27862146,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","CALIFORNIA CARTAGE COMPANY, LLC VIRGINIA COMMERCE CENTER, BUILDING, SUFFOLK VA 23434, UNITED STATES, TE5385490  ;  EXPEDITORS INTERNATIONAL OF WASHING SUITE B 2550 ELLSMERE AVENUE, NORFOLK VA 23513, UNITED STATES, TE8588358","M801","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,0.21,"52 PCS","2 CM",430,0.43,"430 KG",10800,NA,594191,"",1,NA,2020-01-02
"453",184103245,"COSU6054713120",2020-01-01,"Ups Supply Chain Solutions","7001 CHATHAM CTR DRIVE LIBERTY BLDG. SAVANNAH GA 31405","449 Cooke Street","Honolulu","Hawaii","96813","United States",45973197,"","","","","","","","",NA,"","COSU - Cosco Shipping Lines Co Ltd","UPS SUPPLY CHAIN SOLUTIONS, INC. SUITE 490 200 GOLDEN OAK COURT, VIRGINIA BEACH VA 23452, UNITED STATES, TE3636040  ;  DAMCO DISTRIBUTION SERVICES, INC. 3025 GUM COURT, CHESAPEAKE VA 23321, UNITED STATES, TE6385857","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Yang Shan, China","Eastern Asia","China","SHANGHAI","Maritime","COSCO SHIPPING ROSE","012E",9785809,1,2,"851 CTN","58 CM",5957,5.957,"5957 KG",NA,NA,594191,"",1,NA,2020-01-02
"454",184102718,"CMDUNBFB098241B",2020-01-01,"Schneider Logistics Walmart","1555 GLORY RD GREEN BAY UNITED STATES","3101 Packerland Drive","Green Bay","Wisconsin","54313","United States",34486062,"","","","","","","","",NA,"","CMDU - Cma Cgm","1. UPS SUPPLY CHAIN SOLUTION 200 GOLDEN OAK COURT SUITE 490, VIRGINIA BEACH, VA  23452, ATTN: JODI HOWELL, TEPHONE: 757-363-6040  ;  SCHNEIDER LOGISTICS WALMART 1555 GLORY ROAD, GREEN BAY, UNITED STATES","","Simple","","China","Port of Virginia, Norfolk, Virginia","Southeast Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Ningbo, China","Eastern Asia","China","NINGBO","Maritime","COSCO SHIPPING ROSE","0MB4K",9785809,1,3.13,"164 PCS","",19132,19.132,"19132 KG",NA,NA,1,"",3,NA,2020-01-02
"455",195138750,"EXDO6350014923",2020-09-06,"A 1 International Products Fz Llc","OFFICE 404 AL SAAHA OFFICESB SOUK AL BAHAR BURJ KHALIFA DISTRICT DUBAI AE","","Dubai","Dubai","","United Arab Emirates",85607371,"A 1 INTERNATIONAL PRODUCTS FZ-LLC OFFICE 404 AL SAAHA OFFICES B SOUK AL BAHAR BURJ KHALIFA DISTRICT DUBAI                            AE","A 1 Window Mfg Ltd.","UNIT# 8038 GLENWOOD DRIVE BURNABY BC CANADA V3N 5E9","8038 Glenwood Drive","Burnaby","British Columbia","V3N 5E9","Canada",42323886,"A1 WINDOWS MFG LTD. 1-8038 GLENWOOD DRIVE BURNABY BC V3N 5E9               CA","EXDO - Expeditors International Of Washington Inc","","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUVC109547","Canada","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","VANCOUVER","Maritime","MSC ANTONELLA","036",9702273,1,3,"250 PCS","",4930,4.93,"4930 KG",NA,1,1,"",2,NA,2020-09-08
